Sequence ID,Dayhoff statistic of serine,Percentage of serine,Secondary turn fraction,Instability Index,Proteasomal cleavages (MHC ligands),Molecular Weight,Count of linear B-cell epitopes,Dayhoff statistic of proline,Percentage of proline,N-linked glycosylation sites,Probability of Expression Inclusion Bodies,Dayhoff statistic of lysine,Secretory pathway signal peptide (SP),Mitochondrial targeting peptide (mTP),Percentage of lysine,Molar Extinction Coefficient A280,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of asparagine,Dayhoff statistic of histidine,Binding Regions in Disordered Proteins,Percentage of histidine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of asparagine,Percentage of methionine,Percentage of non polar mole,Percentage of small mole,Percentage of polar mole,Average hydrogen sparing,Average sulphur sparing,Dayhoff statistic of arginine,Percentage of arginine,Average oxygen sparing,Average nitrogen sparing,Percentage of isoleucine,Dayhoff statistic of isoleucine,Secondary sheet fraction,Dayhoff statistic of alanine,Percentage of alanine,Secondary helix fraction,Percentage of aliphatic mole,C-mannosylation sites,Dayhoff statistic of valine,Percentage of valine,Grand average of hydropathy (GRAVY),Class I Immunogenicity score,Percentage of glycine,Dayhoff statistic of glycine,SS,SN,PS,PL,LS,SQ,NS,SP,SR,QP,KV,LN,ST,GK,HS,DS,KA,PP,PR,GA,RS,II,RR,NN,EK,ME,QS,SD,MK,DK,IV,SV,PV,LP,VP,KK,SL,SE,AM,AI,KL,PG,IA,AK,KT,RL,PI,HL,RF,LG,GD,EN,AV,RP,YM,NP,TF,HN,TR,NH,VI,YH,FP,DF,SA,VK,AS,IP,AD,NL,YI,CC,NR,LR,KN,FS,TS,PE,IE,MA,FH,CK,DG,VT,PQ,DH,IK,MQ,IG,IS,PH,KD,WC,GI,GV,FI,EP,IH,RH,CV,QA,HY,IF,DM,IY,CP,GH,WR,WS,HF,PY,VV,HW,KG,KF,NE,YP,KC,HQ,MG
AY915907,0.969,6.7797,0.1695,36.4542372881,22,6542.31,17,0.326,1.6949,0,0.626,1.284,0.063,0.088,8.4746,9970,0,0.000,0.000,0,0.0,51,0.000,0.0,0.0,57.6271,50.8475,42.3729,9.8475,0.0508,1.038,5.0847,2.4576,1.3051,1.6949,0.377,0.2712,0.985,8.4746,0.339,23.7288,0,1.284,8.4746,-0.0627118644068,-0.6061,8.4746,1.009,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0169,0.0169,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0
AY915878,0.978,6.8493,0.1644,47.6315068493,19,8059.02,13,0.263,1.3699,0,0.704,1.245,0.080,0.084,8.2192,1490,0,0.956,0.685,0,1.3699,86,3.223,4.1096,5.4795,47.9452,49.3151,52.0548,9.8904,0.0822,0.559,2.7397,2.5479,1.2877,6.8493,1.522,0.3151,0.956,8.2192,0.2603,23.2877,0,1.245,8.2192,-0.156164383562,-0.6605,4.1096,0.489,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,0.0137,0.0,0.0,0.0,0.0137,0.0,0.0,0.0137,0.0,0.0137,0.0137,0.0,0.0,0.0137,0.0137,0.0,0.0,0.0274,0.0,0.0,0.0,0.0,0.0,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smp_131840.1,0.957,6.6964,0.192,35.8554017857,64,25070.29,24,0.429,2.2321,2,0.746,0.879,0.991,0.007,5.8036,24410,0,1.142,0.670,0,1.3393,25,1.050,4.9107,1.7857,65.625,44.6429,34.375,10.2366,0.058,0.364,1.7857,2.3348,1.2366,15.1786,3.373,0.2098,0.779,6.6964,0.4554,32.5893,0,1.150,7.5893,0.840625,2.3873,5.3571,0.638,0.0,0.0,0.0,0.0,0.0045,0.0045,0.0089,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0045,0.0,0.0045,0.0,0.0,0.0045,0.0,0.0357,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0045,0.0134,0.0045,0.0,0.0045,0.0045,0.0045,0.0,0.0,0.0045,0.0045,0.0,0.0134,0.0045,0.0,0.0045,0.0,0.0,0.0,0.0045,0.0,0.0,0.0089,0.0,0.0045,0.0,0.0,0.0,0.0,0.0045,0.0179,0.0,0.0,0.0,0.0,0.0045,0.0,0.0045,0.0,0.0045,0.0089,0.0045,0.0,0.0,0.0045,0.0089,0.0089,0.0,0.0045,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0089,0.0,0.0179,0.0179,0.0,0.0,0.0,0.0179,0.0,0.0179,0.0,0.0,0.0,0.0045,0.0,0.0,0.0089,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0045,0.0045,0.0,0.0,0.0
M34453,0.655,4.5872,0.1743,31.4114678899,57,23683.54,38,0.353,1.8349,1,0.541,0.765,0.993,0.013,5.0459,17420,0,0.853,0.459,0,0.9174,43,1.619,3.6697,2.7523,69.7248,51.8349,30.2752,9.8624,0.0963,0.468,2.2936,2.3394,1.2018,9.1743,2.039,0.2844,1.120,9.633,0.4128,31.6514,0,1.738,11.4679,0.867889908257,1.6888,7.3394,0.874,0.0046,0.0,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0275,0.0,0.0138,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0046,0.0229,0.0046,0.0,0.0,0.0046,0.0,0.0046,0.0046,0.0,0.0138,0.0,0.0,0.0138,0.0046,0.0,0.0,0.0046,0.0,0.0,0.0138,0.0046,0.0138,0.0046,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0046,0.0046,0.0,0.0,0.0183,0.0,0.0138,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0046,0.0046,0.0046,0.0,0.0,0.0,0.0,0.0092,0.0,0.0046,0.0,0.0,0.0046,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0138,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0046,0.0046,0.0,0.0,0.0,0.0,0.0
AY813118,0.893,6.25,0.2401,26.3638486842,107,33072.25,44,0.759,3.9474,2,0.732,0.349,0.252,0.125,2.3026,38390,0,0.688,1.974,0,3.9474,27,0.967,2.9605,1.6447,67.4342,51.3158,32.5658,9.6941,0.0329,0.873,4.2763,2.3257,1.2928,6.25,1.389,0.2664,1.071,9.2105,0.4013,27.6316,0,1.196,7.8947,0.509210526316,4.7463,10.8553,1.292,0.0066,0.0,0.0033,0.0066,0.0,0.0033,0.0033,0.0066,0.0,0.0,0.0,0.0099,0.0033,0.0066,0.0,0.0,0.0,0.0,0.0033,0.0164,0.0033,0.0066,0.0033,0.0,0.0066,0.0,0.0,0.0066,0.0,0.0033,0.0066,0.0066,0.0,0.0066,0.0033,0.0,0.0066,0.0,0.0,0.0099,0.0099,0.0,0.0,0.0,0.0,0.0132,0.0033,0.0132,0.0,0.023,0.0033,0.0,0.0099,0.0,0.0033,0.0099,0.0066,0.0,0.0033,0.0,0.0033,0.0,0.0,0.0033,0.0066,0.0,0.0066,0.0033,0.0033,0.0033,0.0033,0.0,0.0,0.0066,0.0,0.0066,0.0033,0.0,0.0,0.0066,0.0,0.0,0.0033,0.0099,0.0,0.0099,0.0,0.0,0.0132,0.0033,0.0,0.0,0.0,0.0066,0.0099,0.0066,0.0,0.0033,0.0,0.0,0.0033,0.0,0.0099,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0033,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033
AF072327,0.321,2.2472,0.1124,28.3888764045,27,10524.51,18,0.216,1.1236,0,0.767,1.362,0.073,0.078,8.9888,15930,0,0.784,2.809,0,5.618,72,1.983,3.3708,3.3708,52.809,40.4494,47.191,9.9663,0.0449,0.917,4.4944,2.5056,1.427,5.618,1.248,0.2584,1.307,11.236,0.3146,15.7303,0,0.851,5.618,-0.566292134831,0.4837,4.4944,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0112,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0225,0.0112,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0112,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112
Smp_163720.1,0.851,5.9574,0.1745,37.5331914894,81,26843.62,89,0.655,3.4043,1,0.536,1.612,0.056,0.153,10.6383,26930,0,0.990,1.064,1,2.1277,62,1.752,4.2553,2.9787,45.9574,46.383,54.0426,10.0511,0.0468,0.868,4.2553,2.5574,1.3787,3.4043,0.757,0.2851,0.792,6.8085,0.2723,20.4255,2,1.096,7.234,-0.628510638298,-2.2675,3.8298,0.456,0.0,0.0043,0.0,0.0,0.0085,0.0,0.0,0.0,0.0043,0.0,0.0128,0.0085,0.0043,0.0,0.0,0.0043,0.0,0.0043,0.0,0.0043,0.0085,0.0,0.0,0.0,0.0043,0.0128,0.0,0.0043,0.0043,0.0085,0.0043,0.0043,0.0043,0.0043,0.0085,0.0128,0.0043,0.0,0.0,0.0043,0.0085,0.0,0.0043,0.0085,0.017,0.0128,0.0,0.0085,0.0,0.0085,0.0043,0.0,0.0043,0.0,0.0,0.0085,0.0,0.0043,0.0043,0.0,0.0043,0.0,0.0,0.0,0.0043,0.0085,0.0043,0.0,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0043,0.0043,0.0043,0.0,0.0128,0.0043,0.0043,0.0043,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0085,0.0043,0.0,0.0,0.0
gi|56754921|gb|AAW25643.1|,0.630,4.4068,0.1356,39.6152542373,78,33777.77,101,0.326,1.6949,1,0.623,1.489,0.063,0.094,9.8305,16960,3,1.025,0.508,3,1.0169,63,1.396,4.4068,2.3729,46.1017,40.678,53.8983,10.3322,0.0305,1.176,5.7627,2.5424,1.4169,11.1864,2.486,0.2746,0.946,8.1356,0.3017,25.4237,0,1.027,6.7797,-0.416610169492,0.4183,3.0508,0.363,0.0034,0.0034,0.0034,0.0,0.0034,0.0034,0.0,0.0,0.0034,0.0,0.0034,0.0034,0.0,0.0034,0.0,0.0,0.0136,0.0034,0.0034,0.0,0.0034,0.0271,0.0,0.0034,0.0068,0.0,0.0,0.0,0.0034,0.0,0.0102,0.0068,0.0,0.0068,0.0034,0.0169,0.0,0.0068,0.0034,0.0034,0.0068,0.0,0.0034,0.0068,0.0136,0.0034,0.0,0.0,0.0,0.0,0.0,0.0068,0.0068,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0034,0.0102,0.0102,0.0,0.0,0.0068,0.0068,0.0,0.0034,0.0,0.0068,0.0,0.0034,0.0034,0.0,0.0102,0.0068,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0102,0.0,0.0068,0.0,0.0,0.0068,0.0,0.0034,0.0034,0.0034,0.0,0.0,0.0034,0.0,0.0034,0.0,0.0068,0.0034,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0,0.0102,0.0,0.0,0.0034,0.0068,0.0,0.0,0.0,0.0
Smp_140000.1,0.822,5.7554,0.241,26.9323741007,81,30581.09,66,0.553,2.8777,2,0.733,0.491,0.992,0.005,3.2374,31860,0,1.924,0.000,0,0.0,18,1.904,8.2734,3.2374,65.4676,53.2374,34.5324,9.8993,0.0755,0.440,2.1583,2.3993,1.2158,10.4317,2.318,0.2302,0.669,5.7554,0.4209,31.295,0,1.308,8.6331,0.657553956835,1.6039,7.1942,0.856,0.0,0.0036,0.0,0.0072,0.0,0.0,0.0036,0.0108,0.0036,0.0,0.0,0.0072,0.0072,0.0036,0.0,0.0108,0.0,0.0036,0.0,0.0144,0.0,0.0036,0.0,0.0144,0.0,0.0,0.0108,0.0,0.0036,0.0,0.0108,0.0108,0.0072,0.0036,0.0,0.0,0.0108,0.0,0.0,0.0108,0.0036,0.0,0.0072,0.0,0.0072,0.0,0.0,0.0,0.0,0.0072,0.0036,0.0036,0.0072,0.0,0.0036,0.0,0.0036,0.0,0.0036,0.0,0.0144,0.0,0.0,0.0072,0.0,0.0036,0.0,0.0,0.0,0.0072,0.0108,0.0108,0.0036,0.0,0.0036,0.0072,0.0144,0.0,0.0,0.0072,0.0,0.0036,0.0,0.0036,0.0,0.0,0.0036,0.0,0.0036,0.0072,0.0,0.0036,0.0,0.0036,0.0036,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0072,0.0036,0.0,0.0036,0.0,0.0,0.0,0.0108,0.0,0.0036,0.0,0.0072,0.0036,0.0,0.0,0.0
Smp_151030.1,0.903,6.3241,0.2688,19.290513834,75,26615.95,70,0.988,5.1383,2,0.891,1.018,0.115,0.155,6.7194,4470,0,1.471,0.395,0,0.7905,37,1.163,6.3241,1.9763,60.0791,57.7075,39.9209,9.6206,0.0514,0.726,3.5573,2.3874,1.2727,6.3241,1.405,0.2885,1.241,10.6719,0.3004,25.2964,0,1.138,7.5099,0.178260869565,-0.4064,9.0909,1.082,0.004,0.004,0.0,0.0079,0.0119,0.0,0.0,0.004,0.0,0.0,0.004,0.0079,0.0,0.004,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0079,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.004,0.004,0.0079,0.004,0.004,0.0158,0.0079,0.0079,0.0,0.0079,0.0158,0.004,0.0158,0.0119,0.0079,0.0079,0.0,0.0,0.0,0.0079,0.0,0.0,0.0119,0.0,0.0,0.0079,0.004,0.0,0.004,0.0,0.0119,0.0,0.0,0.0,0.0079,0.0,0.0158,0.0,0.004,0.004,0.0,0.0,0.004,0.0,0.004,0.004,0.0,0.004,0.0,0.0,0.0,0.004,0.004,0.004,0.0,0.0,0.004,0.0,0.0079,0.0,0.004,0.0,0.0,0.0079,0.0079,0.0,0.004,0.0,0.0,0.0079,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.004,0.0,0.0,0.0,0.0
Smp_013470.2,0.657,4.5977,0.249,22.4743295019,74,28194.91,94,0.884,4.5977,0,0.544,1.277,0.022,0.298,8.4291,26930,0,0.535,0.766,1,1.5326,35,1.127,2.2989,1.9157,58.6207,52.1073,41.3793,9.8429,0.0421,1.642,8.046,2.3295,1.4215,7.6628,1.703,0.2069,0.936,8.046,0.2835,21.8391,1,1.219,8.046,-0.194252873563,1.171,13.41,1.596,0.0077,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,0.0038,0.0077,0.0,0.0038,0.0077,0.0,0.0038,0.0115,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0077,0.0153,0.0038,0.0115,0.0038,0.0077,0.0,0.0038,0.0153,0.0077,0.0,0.0038,0.0153,0.0,0.0077,0.0038,0.0,0.0038,0.0153,0.0038,0.0,0.0,0.0,0.0038,0.0,0.0,0.0038,0.0038,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0077,0.0,0.0038,0.0038,0.0,0.0038,0.0,0.0077,0.0,0.0038,0.0038,0.0,0.0038,0.0,0.0038,0.0038,0.0,0.0077,0.0077,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0038,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0038,0.0,0.0038,0.0,0.0077,0.0,0.0038
gi|160996|gb|AAA16243.1|,1.057,7.3964,0.2485,22.8136094675,101,36587.42,95,0.626,3.2544,1,0.819,1.121,0.120,0.587,7.3964,31400,0,1.514,0.888,0,1.7751,32,1.392,6.5089,2.3669,55.6213,59.1716,44.3787,9.642,0.0414,0.725,3.5503,2.4467,1.3047,6.8047,1.512,0.2071,1.032,8.8757,0.3166,23.6686,0,1.659,10.9467,-0.0127218934911,0.5289,7.6923,0.916,0.0118,0.003,0.0059,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0118,0.0089,0.0148,0.0059,0.003,0.0178,0.0,0.0,0.0118,0.0,0.0059,0.0,0.0059,0.003,0.0,0.0,0.003,0.0,0.0059,0.0059,0.0118,0.0,0.0,0.003,0.003,0.003,0.0,0.0,0.0,0.0118,0.0,0.0,0.0148,0.0059,0.0089,0.0,0.0,0.0,0.003,0.003,0.003,0.0089,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0,0.003,0.0059,0.003,0.0059,0.0089,0.003,0.0,0.0,0.0,0.0,0.003,0.0059,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.0089,0.0,0.0,0.003,0.0118,0.0,0.0059,0.0089,0.0,0.003,0.0,0.0089,0.0059,0.0059,0.0,0.0,0.0,0.0,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0178,0.0,0.0059,0.003,0.0059,0.0,0.0,0.0,0.0
Smp_119920.1,0.757,5.298,0.2185,23.8251655629,52,16858.22,48,1.146,5.9603,0,0.763,1.605,0.054,0.182,10.596,7450,0,0.616,0.993,0,1.9868,43,1.169,2.649,1.9868,54.9669,48.3444,45.0331,10.1788,0.0464,1.892,9.2715,2.3377,1.5033,3.9735,0.883,0.2252,0.924,7.947,0.2848,22.5166,0,1.505,9.9338,-0.413907284768,-1.9814,7.947,0.946,0.0,0.0066,0.0,0.0132,0.0066,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0066,0.0,0.0,0.0066,0.0,0.0132,0.0066,0.0066,0.0,0.0066,0.0,0.0132,0.0066,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0066,0.0,0.0132,0.0066,0.0,0.0,0.0066,0.0132,0.0,0.0066,0.0066,0.0066,0.0,0.0066,0.0,0.0,0.0132,0.0,0.0,0.0199,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0066,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0066,0.0066,0.0,0.0,0.0,0.0,0.0066,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0132,0.0,0.0,0.0,0.0066,0.0
AY814738,0.739,5.1724,0.2069,38.1431034483,29,13422.13,21,0.166,0.8621,1,0.795,1.045,0.922,0.071,6.8966,10430,0,2.205,1.724,0,3.4483,18,3.043,9.4828,5.1724,50.0,52.5862,50.0,9.819,0.1466,1.056,5.1724,2.4914,1.4052,5.1724,1.149,0.1638,0.100,0.8621,0.2845,18.9655,0,0.914,6.0345,-0.298275862069,-1.5142,5.1724,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0086,0.0,0.0,0.0086,0.0086,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0259,0.0086,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0086,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0086,0.0086,0.0086,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0086,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0086,0.0,0.0086,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0086,0.0,0.0172,0.0,0.0
Smp_151000.1,0.859,6.015,0.1654,39.4180451128,50,15042.61,17,1.301,6.7669,0,0.650,0.570,0.471,0.775,3.7594,14440,0,0.000,0.752,0,1.5038,15,1.769,0.0,3.0075,68.4211,44.3609,31.5789,10.3985,0.0451,0.767,3.7594,2.3233,1.2105,12.782,2.840,0.2406,0.787,6.7669,0.4662,32.3308,0,1.139,7.5188,0.89022556391,2.3636,3.7594,0.448,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.015,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.015,0.0,0.0075,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0226,0.015,0.0,0.0075,0.0,0.0,0.0,0.015,0.0,0.0,0.015,0.0,0.0,0.0075,0.015,0.0,0.0,0.015,0.0,0.0075,0.0,0.015,0.0,0.0,0.0075,0.0,0.0075,0.0075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0075,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.015,0.0075,0.0,0.0075,0.0,0.0075,0.0,0.015,0.0,0.0,0.0,0.0075,0.0,0.0,0.015,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
gi|685962140|gb|KGB37613.1|,0.818,5.7292,0.1719,44.6203125,63,22654.26,41,0.701,3.6458,2,0.704,1.420,0.094,0.062,9.375,26930,0,0.969,1.562,0,3.125,56,1.532,4.1667,2.6042,49.4792,38.5417,50.5208,10.2344,0.0521,0.744,3.6458,2.5417,1.3802,7.2917,1.620,0.2448,0.363,3.125,0.3385,22.9167,0,0.868,5.7292,-0.463541666667,-0.7876,3.6458,0.434,0.0,0.0052,0.0052,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0104,0.0104,0.0052,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0052,0.0104,0.0,0.0,0.0052,0.0,0.0104,0.0052,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0104,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0104,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0052,0.0052,0.0,0.0,0.0052,0.0,0.0,0.0052,0.0052,0.0,0.0104,0.0,0.0104,0.0,0.0,0.0052,0.0,0.0104,0.0,0.0,0.0,0.0104,0.0052,0.0,0.0052,0.0052,0.0052,0.0,0.0052,0.0,0.0,0.0,0.0,0.0052,0.0,0.0104,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0052
Smp_045200.1,0.827,5.7895,0.1737,35.9252631579,62,22577.12,59,0.607,3.1579,1,0.516,1.515,0.090,0.068,10.0,33920,0,1.224,0.263,1,0.5263,50,2.477,5.2632,4.2105,47.3684,40.0,52.6316,10.2632,0.0684,1.182,5.7895,2.5632,1.4,7.3684,1.637,0.2474,0.490,4.2105,0.3,18.4211,0,0.558,3.6842,-0.636315789474,-0.8108,3.1579,0.376,0.0,0.0053,0.0053,0.0,0.0105,0.0105,0.0,0.0,0.0053,0.0,0.0053,0.0,0.0,0.0053,0.0,0.0053,0.0,0.0053,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0,0.0,0.0105,0.0105,0.0,0.0,0.0,0.0053,0.0,0.0053,0.0053,0.0053,0.0,0.0,0.0158,0.0,0.0105,0.0,0.0053,0.0053,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0053,0.0,0.0,0.0,0.0053,0.0053,0.0,0.0105,0.0053,0.0,0.0,0.0053,0.0,0.0,0.0,0.0053,0.0,0.0,0.0053,0.0,0.0105,0.0,0.0,0.0,0.0053,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0053,0.0,0.0,0.0053,0.0053,0.0,0.0,0.0,0.0
